"ScaleRank"	"LabelRank"	"FeatureCla"	"SOVEREIGNT"	"SOV_A3"	"ADM0_DIF"	"LEVEL"	"TYPE"	"ADMIN"	"ADM0_A3"	"GEOU_DIF"	"GEOUNIT"	"GU_A3"	"SU_DIF"	"SUBUNIT"	"SU_A3"	"NAME"	"ABBREV"	"POSTAL"	"NAME_FORMA"	"TERR_"	"NAME_SORT"	"MAP_COLOR"	"POP_EST"	"GDP_MD_EST"	"FIPS_10_"	"ISO_A2"	"ISO_A3"	"ISO_N3"	"ISO3"	"LON"	"LAT"	"ISO3.1"	"ADMIN.1"	"REGION"	"continent"	"GEO3major"	"GEO3"	"IMAGE24"	"GLOCAF"	"Stern"	"SRESmajor"	"SRES"	"GBD"	"AVOIDnumeric"	"AVOIDname"	"LDC"	"SID"	"LLDC"	"countryJP"	"OBJECTID"	"AREA"	"PERIMETER"	"ECO_NAME"	"REALM"	"BIOME"	"ECO_NUM"	"ECO_ID"	"ECO_SYM"	"GBL_STAT"	"G200_REGIO"	"G200_NUM"	"G200_BIOME"	"G200_STAT"	"Shape_Leng"	"Shape_Area"	"area_km2"	"eco_code"	"PER_area"	"PER_area_1"	"PER_area_2"	"ecoregion_around"	"lat"	"lon"	"ylab_jp"	"xlab_jp"
1	1	"Admin-0 countries"	"Japan"	"JPN"	0	2	"Sovereign country"	"Japan"	"JPN"	0	"Japan"	"JPN"	0	"Japan"	"JPN"	"Japan"	"Japan"	"J"	NA	NA	"Japan"	4	127078679	4329000	NA	"JP"	"JPN"	392	"JPN"	137.985432794434	36.6500518000078	"JPN"	"Japan"	"Asia"	"Eurasia"	"Asia and the Pacific"	"NW Pacific and East Asia"	"Japan"	"Japan"	"East Asia"	"OECD90"	"Pacific OECD (PAO)"	"Asia Pacific, High Income"	4	"Japan"	"other"	"other"	"other"	"日本国"	7751	83417.2863534	63.014	"Taiheiyo evergreen forests"	"PA"	4	40	80440	75	1	NA	0	0	0	63.0134186751	8.2607887632	138266	"PA0440"	0	0	0	"Nihonkai montane deciduous forests, Taiheiyo montane deciduous forests, Nihonkai evergreen forests"	35.065103	137.088753	"北緯35.1"	"東経137.1"
